Partner Name,Partner Address,Partner Website,Fave Partner Site,Contact Information,Country,Location,Latitude,Longitude,Accept FavePay
Gula Petite,"IOI Resort City, IOI Resort, 62502 WP Putrajaya",http://www.gulacakey.com,https://myfave.com/kedah/partners/gula-petite,,Malaysia,Kedah,2.970707,101.714618,true
Guns N' Roses,,,https://myfave.com/kedah/partners/guns-n-roses,,Malaysia,Kedah,,,false
Guo Xiang Fu,"10, Jalan Seang Tek, 10400 George Town, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/guo-xiang-fu,,Malaysia,Kedah,5.414543800000001,100.32251480000002,true
GVE Service Centre,,,https://myfave.com/kedah/partners/gve-service-centre,,Malaysia,Kedah,,,false
Gympark Fitness,,http://www.gymparkfitness.com/Default.aspx,https://myfave.com/kedah/partners/gympark-fitness,,Malaysia,Kedah,,,false
Gypsy Wine,,https://www.facebook.com/gypsywineandbar/,https://myfave.com/kedah/partners/gypsy-wine,,Malaysia,Kedah,,,false
G'ZOX Auto Detailing MRR2 Ampang,,http://www.gzox.com.my/,https://myfave.com/kedah/partners/gzox-auto-detailing-mrr2-ampang,,Malaysia,Kedah,,,false
Gzox @ Glenmarie,,,https://myfave.com/kedah/partners/gzox-glenmarie,,Malaysia,Kedah,,,false
H2G,,,https://myfave.com/kedah/partners/h2g,,Malaysia,Kedah,,,false
H2o Coat,,,https://myfave.com/kedah/partners/h2o-coat,,Malaysia,Kedah,,,false
Häagen-Dazs,,https://haagendazs.com.my/,https://myfave.com/kedah/partners/haagen-dazs-37c8338a-4c90-4708-89a7-b4fe791fda88,,Malaysia,Kedah,,,false
Habee's Kitchen,"15&17, Jalan Bawasah, George Town, 10050 George Town, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/habees-kitchen,,Malaysia,Kedah,5.4211737,100.32547290000002,true
Hadramawt Kitchen Restaurant,,https://www.facebook.com/HadramawtKichen/,https://myfave.com/kedah/partners/hadramawt-kitchen-restaurant,,Malaysia,Kedah,,,false
Hadramawt Langkawi Restaurant,,,https://myfave.com/kedah/partners/hadramawt-langkawi-restaurant,,Malaysia,Kedah,,,false
Hadramawt Restaurant,,http://www.hadramawt.com.my,https://myfave.com/kedah/partners/hadramawt-restaurant,,Malaysia,Kedah,,,false
Hadramot Village,"Lot 2-3A Quill City Mall , Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",https://www.facebook.com/hadramotvillage/,https://myfave.com/kedah/partners/hadramot-village,,Malaysia,Kedah,3.160003,101.70032,true
Hadramot Village Cyberjaya,"Lot, Level 2, Dpulze Mall",,https://myfave.com/kedah/partners/hadramot-village-cyberjaya,,Malaysia,Kedah,2.922169,101.650994,true
Hadramot Village KLCC,"Lot 3, Lvl 2, Food Court",,https://myfave.com/kedah/partners/hadramot-village-klcc,,Malaysia,Kedah,3.157731,101.71178,true
Haeun Dae Korean Restaurant,"No.26, Lot 1953, Poh Ming Park, Jalan Foochow, No.1, 93350, Kuching, Sarawak",https://www.facebook.com/pg/haeundaekch/about/?ref=page_internal,https://myfave.com/kedah/partners/haeun-dae-korean-restaurant,,Malaysia,Kedah,1.548179,110.368655,true
Ha Ha Pan Mee,": D-G-36, 36, Jalan PJU 1/43, Aman Suria, 47301 Petaling Jaya, Selangor",,https://myfave.com/kedah/partners/ha-ha-pan-mee,,Malaysia,Kedah,3.1210532,101.59637769999995,true
Hai B Seafood,,,https://myfave.com/kedah/partners/hai-b-seafood,,Malaysia,Kedah,,,false
Hailam Kopitiam SS2,"No 20, Jalan SS2/67 47300 PJ Selangor",,https://myfave.com/kedah/partners/hailam-kopitiam-ss2,,Malaysia,Kedah,3.2428781,101.67803409999999,true
Hainan Town,"No.8 Pengkalan Weld,10300 Georgetown,Penang",,https://myfave.com/kedah/partners/hainan-town,,Malaysia,Kedah,5.4138964,100.3411337,true
Hair Art Hair Salon & Beauty Shop,,https://www.facebook.com/Hair-Art-998875616928348/,https://myfave.com/kedah/partners/hair-art-hair-salon-beauty-shop,,Malaysia,Kedah,,,false
Hair Circus Saloon,,https://www.facebook.com/GS-ll-Hair-CareButterworth--797106767164637/,https://myfave.com/kedah/partners/hair-circus-saloon,,Malaysia,Kedah,,,false
Hair City Specialist,,https://www.facebook.com/haircityspecialist/?ref=br_rs,https://myfave.com/kedah/partners/hair-city-specialist,,Malaysia,Kedah,,,false
Hair Colour Lab,,https://www.facebook.com/haircolourlab/,https://myfave.com/kedah/partners/hair-colour-lab,,Malaysia,Kedah,,,false
Hair Factory,,https://www.facebook.com/legendhq,https://myfave.com/kedah/partners/hair-factory,,Malaysia,Kedah,,,false
Hair Fancier,,http://www.fanciergroup.com,https://myfave.com/kedah/partners/hair-fancier-09af75ba-a15f-4402-946e-3e8d82da053c,,Malaysia,Kedah,,,false
HairGroom Klang,,,https://myfave.com/kedah/partners/hairgroom-klang,,Malaysia,Kedah,,,false
Hair Innz Salon,,https://www.facebook.com/hairinnz/,https://myfave.com/kedah/partners/hair-innz-salon,,Malaysia,Kedah,,,false
Hair Life Scalp Expert,,https://www.facebook.com/HAIR-LIFE-SCALP-Expert-1092869634059234/,https://myfave.com/kedah/partners/hair-life-scalp-expert,,Malaysia,Kedah,,,false
Hair Lounge,,,https://myfave.com/kedah/partners/hair-lounge,,Malaysia,Kedah,,,false
Hairmates Studio,,,https://myfave.com/kedah/partners/hairmates-studio,,Malaysia,Kedah,,,false
Hairmony X Mani Pedi,,,https://myfave.com/kedah/partners/hairmony-x-mani-pedi,,Malaysia,Kedah,,,false
Hair Movement,,,https://myfave.com/kedah/partners/hair-movement,,Malaysia,Kedah,,,false
Hair Now Beauty Center,,https://www.facebook.com/HairNowBeautyCentre,https://myfave.com/kedah/partners/hair-now-beauty-center,,Malaysia,Kedah,,,false
Hair Park 32 Salon,,https://www.facebook.com/hairpark32/,https://myfave.com/kedah/partners/hair-park-32-salon,,Malaysia,Kedah,,,false
Hair Room Salon,,http://www.facebook.com/HairRoomSaloon,https://myfave.com/kedah/partners/hair-room-salon,,Malaysia,Kedah,,,false
Hair Salon Nico Penang,,https://facebook.com/Nico.Penang,https://myfave.com/kedah/partners/hair-salon-nico-penang,,Malaysia,Kedah,,,false
Hair Space Salon,,,https://myfave.com/kedah/partners/hair-space-salon,,Malaysia,Kedah,,,false
Hair Style Salon,,,https://myfave.com/kedah/partners/hair-style-salon,,Malaysia,Kedah,,,false
Hair Texture Salon (Cheryl Glory Beauty),,,https://myfave.com/kedah/partners/hair-texture-salon-cheryl-glory-beauty,,Malaysia,Kedah,,,false
Hairvenly Image Studio,,,https://myfave.com/kedah/partners/hairvenly-image-studio,,Malaysia,Kedah,,,false
Hairworx Wellness,,https://www.facebook.com/pages/Hairworx-Wellness/965083076904011,https://myfave.com/kedah/partners/hairworx-wellness,,Malaysia,Kedah,,,false
Hairy Inn 发の旅,,https://www.facebook.com/Eyki-Cheng-125403407615329/?rf=241355189328117,https://myfave.com/kedah/partners/hairy-inn-%E5%8F%91%E3%81%AE%E6%97%85,,Malaysia,Kedah,,,false
Hai Wei Seafood Restaurant,"10-B-03 & 10-B-04 Precinct 10, Jalan Tanjong Tokong, 10470 Tanjung Tokong, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/hai-wei-seafood-restaurant,,Malaysia,Kedah,5.4492482,100.30603309999992,true
Haji Sharin Low,,,https://myfave.com/kedah/partners/haji-sharin-low,,Malaysia,Kedah,,,false
Hakka Moii,"5, Jalan SS 2/66, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",https://sites.google.com/hakkamoii.com/hakkamoii/home,https://myfave.com/kedah/partners/hakka-moii,,Malaysia,Kedah,3.1192796,101.61984640000003,true
Hakka Tree,"170-B1-06/07, Gurney Plaza, 10250 George Town, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/hakka-tree,,Malaysia,Kedah,5.437636,100.30954199999996,true
Hakuna Matata,"3, Lebuh Carnarvon, George Town, 10200 George Town, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/hakuna-matata,,Malaysia,Kedah,5.418184999999999,100.3363286,true
Ha'Labo,,http://www.halabohair.com,https://myfave.com/kedah/partners/halabo,,Malaysia,Kedah,,,false
Hale,,,https://myfave.com/kedah/partners/hale,,Malaysia,Kedah,,,false
Halia,,http://www.simedarbyconvention.com/,https://myfave.com/kedah/partners/halia,,Malaysia,Kedah,,,false
Hallmark Crown Hotel,,,https://myfave.com/kedah/partners/hallmark-crown-hotel,,Malaysia,Kedah,,,false
Hallmark Hotel Leisure,,http://www.hotelhallmark.com,https://myfave.com/kedah/partners/hallmark-hotel-leisure,,Malaysia,Kedah,,,false
Hallmark Regency Hotel,,http://www.hotelhallmark.com,https://myfave.com/kedah/partners/hallmark-regency-hotel,,Malaysia,Kedah,,,false
Hall Of Fame Sports Bar (HOF),"Jalan Kerinchi, Bangsar South, Kuala Lumpur",,https://myfave.com/kedah/partners/hall-of-fame-sports-bar-hof,,Malaysia,Kedah,3.109553,101.665378,true
Halong Tours Booking,,http://www.halongtoursbooking.com,https://myfave.com/kedah/partners/halong-tours-booking,,Malaysia,Kedah,,,false
Hammurabi Restaurant,"No. 63-G, Lingkaran Cyberpoint Barat, Neocyber 63000 Cyberjaya",http://www.hammurabi.com.my/,https://myfave.com/kedah/partners/hammurabi-restaurant,,Malaysia,Kedah,2.915367,101.650573,true
Hanabi花火elit Japanese Restaurant,"1-1-2, Elit Avenue, Jalan Mayang Pasir 3, 11950 Bayan Lepas 11950 Penang Island",https://www.facebook.com/Hanabi%E8%8A%B1%E7%81%ABelit-Japanese-Restaurant-244994199596715/,https://myfave.com/kedah/partners/hanabi%E8%8A%B1%E7%81%ABelit-japanese-restaurant,,Malaysia,Kedah,5.323351,100.282914,true
Hanae Japanese Restaurant,,,https://myfave.com/kedah/partners/hanae-japanese-restaurant,,Malaysia,Kedah,,,false
Hana Nail & Make Up Academy,,https://www.facebook.com/Hana-Nail-Make-Up-164629740233796/?fref=ts,https://myfave.com/kedah/partners/hana-nail-make-up-academy,,Malaysia,Kedah,,,false
Hanare Japanese Restaurant,"Lot G6, Lower Ground The Intermark, 182 Jalan Tun Razak, Kuala Lumpur, 50400 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia.",https://www.facebook.com/HanareJapaneseRestaurant/,https://myfave.com/kedah/partners/hanare-japanese-restaurant-b6913d64-ce89-41b3-99fe-9f4d4433331c,,Malaysia,Kedah,3.1609129,101.72027709999998,true
Hanayuzen Japanese Restaurant,"26, Jalan SS15/4, 47500, Subang Jaya, Selangor Darul Ehsan",,https://myfave.com/kedah/partners/hanayuzen-japanese-restaurant-b882aedd-e679-43b5-b746-d43d793b1799,,Malaysia,Kedah,3.075197,101.587288,true
Hangout Burger Cafe,"Block F, Ground Floor. Lot 3, Sri Kepayan Commercial Centre, 88200 Kota Kinabalu, Sabah.",https://www.facebook.com/pages/Hangout-Burger-Cafe/170465643499905,https://myfave.com/kedah/partners/hangout-burger-cafe,,Malaysia,Kedah,5.923679000000001,116.06567689999997,true
Hani Steam Food Restaurant,,,https://myfave.com/kedah/partners/hani-steam-food-restaurant,,Malaysia,Kedah,,,false
Hannan Signature Publika,,https://www.facebook.com/hannansignature/,https://myfave.com/kedah/partners/hannan-signature-publika,,Malaysia,Kedah,,,false
Han She 寒舍家宴,"14, Jalan Layang 16, Taman Perling, 81200 Johor Bahru, Johor, Malaysia",https://www.facebook.com/HanSheKitchen/,https://myfave.com/kedah/partners/han-she-%E5%AF%92%E8%88%8D%E5%AE%B6%E5%AE%B4,,Malaysia,Kedah,1.47326,103.67752289999999,true
Han Shi Beauty Secret,,https://www.facebook.com/beautysecret.hanshi/,https://myfave.com/kedah/partners/han-shi-beauty-secret,,Malaysia,Kedah,,,false
Happy Cafe,"No.533, Jalan Riang 12 Taman Gembira Off Kuchai Lama,,58200,Kuala Lumpur,KUALA LUMPUR",https://www.facebook.com/pages/Happy-Cafe/574924495885174,https://myfave.com/kedah/partners/happy-cafe,,Malaysia,Kedah,3.082135,101.678139,true
Happy Family Noodle House (家乐),"BLOCK B, GROUND FLOOR, LOT B-G-50, B-G-68, RIVERSON  WALK, OFF COASTAL HIGHWAY, SEMBULAN,  KOTA KINABALU.",https://www.facebook.com/HappieeeFamily/,https://myfave.com/kedah/partners/happy-family-noodle-house-%E5%AE%B6%E4%B9%90,,Malaysia,Kedah,5.9687422,116.06400839999999,true
Happy Land,"Lot 54, No.13, Batu 10, Lucky Hill, Jalan Penrissen, 93250, Kuching, Sarawak",https://www.facebook.com/QAA1009Q/,https://myfave.com/kedah/partners/happy-land,,Malaysia,Kedah,1.429689,110.32555,true
Happy La Tea,"1F-01, Persiaran Bayan Indah, Queens Bay, 14300 Bayan Lepas, Pulau Pinang, Malaysia",http://N/A,https://myfave.com/kedah/partners/happy-la-tea,,Malaysia,Kedah,5.3330303,100.30646790000003,true
Happy Life Chiropractic & Therapy Centre,,http://www.drooichiropractic.com,https://myfave.com/kedah/partners/happy-life-chiropractic-therapy-centre,,Malaysia,Kedah,,,false
Happy Thai,"Kepong 03-04, GF, Brem Mall, Jalan Kepong, Kuala Lumpur",https://www.facebook.com/pages/Happy-Thai-Kepong/299538023520025,https://myfave.com/kedah/partners/happy-thai,,Malaysia,Kedah,3.204571,101.667227,true
Haraju Cube,"103-Level 1 empire damansara, damansara perdana, Jalan PJU 8/8, 47820 Petaling Jaya",https://www.facebook.com/harajucube103/,https://myfave.com/kedah/partners/haraju-cube,,Malaysia,Kedah,3.166736,101.612009,true
Harborcity Hong Kong Steamboat,"68, Jalan SS 21/62, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",https://www.facebook.com/harborcitysteamboat/,https://myfave.com/kedah/partners/harborcity-hong-kong-steamboat,,Malaysia,Kedah,3.1325866,101.62172859999998,true
HardCore Gym Club,,http://binaragasport.com/,https://myfave.com/kedah/partners/hardcore-gym-club,,Malaysia,Kedah,,,false
Hard Rock Hotel Penang,,http://penang.hardrockhotels.net/,https://myfave.com/kedah/partners/hard-rock-hotel-penang,,Malaysia,Kedah,,,false
Hari2 Mau Gym,,https://www.facebook.com/pages/Hari2-Mau-Gym/1408885972716045,https://myfave.com/kedah/partners/hari2-mau-gym,,Malaysia,Kedah,,,false
Haricot,,https://www.facebook.com/haricotsalon/,https://myfave.com/kedah/partners/haricot,,Malaysia,Kedah,,,false
Harimau Gym,,https://www.facebook.com/HarimauGym,https://myfave.com/kedah/partners/harimau-gym,,Malaysia,Kedah,,,false
HARLEYS FASTFOOD,"Lot L2-16, Second Floor, DC Mall, Damansara City, Jalan Damanlela, 50490 Kuala Lumpur.",https://www.facebook.com/pg/HarleysMalaysia/about/?ref=page_internal,https://myfave.com/kedah/partners/harleys-fastfood,,Malaysia,Kedah,3.146347,101.661685,true
Harmonie Music & Art,,http://www.pmharmonie.com,https://myfave.com/kedah/partners/harmonie-music-art,,Malaysia,Kedah,,,false
Harmony Spa And Beauty,,http://cyndihpc@gmail.com,https://myfave.com/kedah/partners/harmony-spa-and-beauty,,Malaysia,Kedah,,,false
Hartz Kitchen,"136-G, Jalan Dataran Cheras 9, Cheras Trade Square, Balakong, 43200 Cheras, Selangor",,https://myfave.com/kedah/partners/hartz-kitchen,,Malaysia,Kedah,3.03492,101.764903,true
Harumi 16,"Blok I-07-G block I, Setiawalk, Pusat Bandar Puchong, 47100 Puchong, Selangor.",,https://myfave.com/kedah/partners/harumi-16,,Malaysia,Kedah,3.0312968,101.614531,true
Harvest Green Apartment,,http://cameron2u.com,https://myfave.com/kedah/partners/harvest-green-apartment,,Malaysia,Kedah,,,false
Harvest Hair Salon,,https://www.facebook.com/Harvest-Hair-Salon-295412787243414/,https://myfave.com/kedah/partners/harvest-hair-salon,,Malaysia,Kedah,,,false
Haslindawati Habidin,"No.9 PPR Sungai Bonus, Jalan Air Panas 53300, Setapak Kuala Lumpur",,https://myfave.com/kedah/partners/haslindawati-habidin,,Malaysia,Kedah,3.184,101.724,true
Hatchtegg,"B1.088, Basement 1 Floor, Mytown Shopping Centre, 6 Jalan Cochrane, Seksyen 90, Taman Maluri Cheras, Kuala Lumpur.",,https://myfave.com/kedah/partners/hatchtegg,,Malaysia,Kedah,3.134422,101.7238,true
Hatten Place Melaka (About Travel),,,https://myfave.com/kedah/partners/hatten-place-melaka-about-travel,,Malaysia,Kedah,,,false
Havelly KL,,,https://myfave.com/kedah/partners/havelly-kl,,Malaysia,Kedah,,,false
Haverkamp - Natsuki Car Coating Studio,,http://www.haverkamp-tinting.com/,https://myfave.com/kedah/partners/haverkamp-natsuki-car-coating-studio,,Malaysia,Kedah,,,false
Hawaii Island Steak House,"25&27, Jalan Manickavasagam, 70200, Seremban ,N.S (3.04 km)

70200 Seremban (City)",https://www.facebook.com/Hawaii-Steak-House-192179870820386/,https://myfave.com/kedah/partners/hawaii-island-steak-house,,Malaysia,Kedah,2.7322636,101.932869,true
Hayadon,"Unit 4-01, 4th Floor, Quill City Mall, 1018, Jalan Sultan Ismail Kuala Lumpur, Malaysia",https://www.facebook.com/hayadon.my/,https://myfave.com/kedah/partners/hayadon,,Malaysia,Kedah,3.159694,101.700729,true
Hayadon Da Men,,,https://myfave.com/kedah/partners/hayadon-da-men,,Malaysia,Kedah,,,false
Hayadon (The Weld),"Lot 1-05, 1st Floor, The Weld, 76 Jalan Raja Chulan, 50200, Kuala Lumpur",https://www.facebook.com/hayadon.my/,https://myfave.com/kedah/partners/hayadon-the-weld,,Malaysia,Kedah,3.151314,101.706914,true
Haymart,"NO. A-0-06 & A-0-07, GROUND FLOOR, BLOCK A, WARISAN SQUARE (2.89 km) Kota Kinabalu",https://www.facebook.com/HaymartKK/,https://myfave.com/kedah/partners/haymart,,Malaysia,Kedah,5.978012199999999,116.07066259999999,true
Haza Cafe @ Meritin Hotel,,https://web.facebook.com/hazacafe/,https://myfave.com/kedah/partners/haza-cafe-meritin-hotel,,Malaysia,Kedah,,,false
Hazel Dance & Fitness,,https://www.facebook.com/hazeldancefitness,https://myfave.com/kedah/partners/hazel-dance-fitness,,Malaysia,Kedah,,,false
Healing Touch Foot Spa,,,https://myfave.com/kedah/partners/healing-touch-foot-spa,,Malaysia,Kedah,,,false
Health & Fitness Kitchen,"12, Jalan Sutera Tanjung 8/3, Taman Sutera Utama, 81300 Skudai, Johor, Malaysia",https://www.facebook.com/HealthnFitnessfood/,https://myfave.com/kedah/partners/health-fitness-kitchen,,Malaysia,Kedah,1.517167,103.667194,true
Healthland,,,https://myfave.com/kedah/partners/healthland,,Malaysia,Kedah,,,false
Health Lane Family Pharmacy,,http://www.healthlane.com.my/,https://myfave.com/kedah/partners/health-lane-family-pharmacy,,Malaysia,Kedah,,,false
Health Seeders,"3, Jalan Radin Bagus 5, 57000 Sri Petaling",https://www.facebook.com/healthseeders/,https://myfave.com/kedah/partners/health-seeders,,Malaysia,Kedah,3.070806,101.693542,true
Heavenly Spa,,http://www.heavenlyspa.com.my/,https://myfave.com/kedah/partners/heavenly-spa,,Malaysia,Kedah,,,false
HeeTea,"Level 5 Johor Bahru City Square, 106, Jalan Wong Ah Fook, Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",,https://myfave.com/kedah/partners/heetea,,Malaysia,Kedah,1.4618353,103.76392329999999,true
Helen Beauty Reflexology (Warisan Square),,https://www.facebook.com/helenbeauty2/,https://myfave.com/kedah/partners/helen-beauty-reflexology-warisan-square,,Malaysia,Kedah,,,false
Hello Bali Reflexology,,https://www.facebook.com/HELLO-BALI-Reflexology-492762154218145/,https://myfave.com/kedah/partners/hello-bali-reflexology,,Malaysia,Kedah,,,false
Hello & Co,"No 1, Lorong Seri Tanjung 6 , Pusat Perniagaan Seri Tanjung, 13400 Butterworth Pulau Pinang ",https://www.facebook.com/helloandcopg/,https://myfave.com/kedah/partners/hello-co,,Malaysia,Kedah,5.431323,100.3906759,true
Hemisphere Restaurant & Bar,,http://www.hemispherekl.com/index.php,https://myfave.com/kedah/partners/hemisphere-restaurant-bar,,Malaysia,Kedah,,,false
HERE'S Haute Coiffure Hair Style & Nail Studio,,https://www.facebook.com/hereshairstudio/,https://myfave.com/kedah/partners/heres-haute-coiffure-hair-style-nail-studio,,Malaysia,Kedah,,,false
Here's Spa,,https://www.facebook.com/HereSPA/?ref=br_rs,https://myfave.com/kedah/partners/heres-spa,,Malaysia,Kedah,,,false
Heritage Beauty Gallery,,http://www.facebook.com/pages/Heritage-Beauty-Gallery/757995314216674,https://myfave.com/kedah/partners/heritage-beauty-gallery,,Malaysia,Kedah,,,false
Heritage Hotel Cameron Highlands,,http://www.heritage.com.my/index.asp?LanguagesID=1&TitleReferenceID=1408&CompanyID=39,https://myfave.com/kedah/partners/heritage-hotel-cameron-highlands,,Malaysia,Kedah,,,false
Heritage Hotel Ipoh,,http://www.heritage.com.my/index.asp?LanguagesID=1&TitleReferenceID=1408&CompanyID=39,https://myfave.com/kedah/partners/heritage-hotel-ipoh,,Malaysia,Kedah,,,false
Heritage Hotel Ipoh (About Travel),,http://www.abouttravel.my,https://myfave.com/kedah/partners/heritage-hotel-ipoh-about-travel,,Malaysia,Kedah,,,false
Heritage Hotel Ipoh (Hotel),,http://www.heritage.com.my,https://myfave.com/kedah/partners/heritage-hotel-ipoh-hotel,,Malaysia,Kedah,,,false
Heritage Village Nyonya Food(Paradigm),,https://www.facebook.com/pages/Heritage-Village/131472980254185?id=131472980254185&sk=info,https://myfave.com/kedah/partners/heritage-village-nyonya-foodparadigm,,Malaysia,Kedah,,,false
Hermanos Rotisserie,"No 1, Jalan Tengku Ampuan Zabedah B 9/B Seksyen 9 Shah Alam ",,https://myfave.com/kedah/partners/hermanos-rotisserie,,Malaysia,Kedah,3.081423,101.5255273,true
Hero X Fitness,,https://www.facebook.com/Hero-X-Fitness-550832025061388/,https://myfave.com/kedah/partners/hero-x-fitness,,Malaysia,Kedah,,,false
Herui Beauty,,,https://myfave.com/kedah/partners/herui-beauty,,Malaysia,Kedah,,,false
Hexgon Cafe,"22-1, Jalan Dataran Cheras 2, Dataran Perniagaan Cheras, Cheras Balakong, 43200 Cheras, Selangor",,https://myfave.com/kedah/partners/hexgon-cafe,,Malaysia,Kedah,3.033989,101.76329399999997,true
Heyday Cafe,"No.B130, Ground Floor, Block B, iCom Square, 93450 Kuching, Sarawak",https://www.facebook.com/heydaycafe/?ref=br_rs,https://myfave.com/kedah/partners/heyday-cafe,,Malaysia,Kedah,1.551336,110.371983,true
H & H Guest House,,http://hnhguesthouse.blogspot.my/,https://myfave.com/kedah/partners/h-h-guest-house,,Malaysia,Kedah,,,false
H & H Guest House With Private Pool,,http://hnhguesthouse.blogspot.my/,https://myfave.com/kedah/partners/h-h-guest-house-with-private-pool,,Malaysia,Kedah,,,false
Hi-bliss,,http://www.hi-bliss.com/,https://myfave.com/kedah/partners/hi-bliss,,Malaysia,Kedah,,,false
Hillcity Hotel Management Sdn Bhd,,http://www.voukgroup.com,https://myfave.com/kedah/partners/hillcity-hotel-management-sdn-bhd,,Malaysia,Kedah,,,false
Hilxon's 21,"038, Level 3, Vivacity Megamall, Jalan Wan Alwi, 93350, Kuching, Sarawak",https://www.facebook.com/hilxons21/,https://myfave.com/kedah/partners/hilxons-21,,Malaysia,Kedah,1.527287,110.368314,true
Hing Yoga And Dance,,https://www.facebook.com/hingyoga,https://myfave.com/kedah/partners/hing-yoga-and-dance,,Malaysia,Kedah,,,false
Hippopo Baby Spa & Wellness,,http://www.hippopo.my,https://myfave.com/kedah/partners/hippopo-baby-spa-wellness,,Malaysia,Kedah,,,false
Hiroraki Udon,"No 118, Jalan Bukit Kajang, 43000 Kajang Selangor",,https://myfave.com/kedah/partners/hiroraki-udon,,Malaysia,Kedah,2.990543,101.790472,true
Hisyou Japanese & Chinese Restaurant,"G-33A, PV128, Jln Genting Kelang, Setapak, 58300 Kuala Lumpur.",https://www.facebook.com/pg/HisyouJC/about/?ref=page_internal,https://myfave.com/kedah/partners/hisyou-japanese-chinese-restaurant,,Malaysia,Kedah,3.20063,101.71779100000003,true
Hive Eatery,"5-G-36, The Promenade , Persiaran Mahsuri 1, Bandar Bayan Baru, 11950, Bayan Lepas, Pulau Pinang, Malaysia.",,https://myfave.com/kedah/partners/hive-eatery,,Malaysia,Kedah,5.3269765,100.28481409999995,true
HKA Fitness,,https://www.facebook.com/hkafit/timeline,https://myfave.com/kedah/partners/hka-fitness,,Malaysia,Kedah,,,false
HK Hot Pot Restaurant,"No.39, Telawi Square Jalan Telawi 3, Bangsar Baru 59100, Kuala Lumpur.",,https://myfave.com/kedah/partners/hk-hot-pot-restaurant,,Malaysia,Kedah,3.13267,101.6710402,true
H' Nails & Co,,https://www.facebook.com/hnailsandcobeautystudio/?pnref=lhc,https://myfave.com/kedah/partners/h-nails-co,,Malaysia,Kedah,,,false
"HOGA By Gaharu Tea Valley, Gopeng","Mid Valley, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,https://myfave.com/kedah/partners/hoga-by-gaharu-tea-valley-gopeng,,Malaysia,Kedah,3.119008,101.67883299999994,true
Hokkaido Japanese Cuisine,"

7,9 Medan Ipoh 1d, Medan Ipoh Bistari

31400 Ipoh, Perak Darul Ridzuan, Malaysia",https://www.facebook.com/hokkaidojapanesecuisine/,https://myfave.com/kedah/partners/hokkaido-japanese-cuisine,,Malaysia,Kedah,4.6171732,101.117972317,true
Hok Mun Restaurant 富满楼酒家,"No 28 & 29,jalan todak 4,bandar sunway

13700 Perai, Penang",https://www.facebook.com/Hok-mun-restaurant-%E5%AF%8C%E6%BB%A1%E6%A5%BC%E9%85%92%E5%AE%B6-140010319382145/,https://myfave.com/kedah/partners/hok-mun-restaurant-%E5%AF%8C%E6%BB%A1%E6%A5%BC%E9%85%92%E5%AE%B6,,Malaysia,Kedah,5.397438,100.398536,true
Hola Fitness,,https://www.facebook.com/search/top/?q=7Days%20Fitness%20Malaysia,https://myfave.com/kedah/partners/hola-fitness,,Malaysia,Kedah,,,false
Holiday Inn Kuala Lumpur Glenmarie,,https://www.ihg.com/holidayinn/hotels/us/en/kuala-lumpur/kulhi/hoteldetail,https://myfave.com/kedah/partners/holiday-inn-kuala-lumpur-glenmarie,,Malaysia,Kedah,,,false
Holistic Arogya,,http://www.holisticarogya.com/,https://myfave.com/kedah/partners/holistic-arogya,,Malaysia,Kedah,,,false
Holistic Esthetics,,http://www.holisticesthetics.com/,https://myfave.com/kedah/partners/holistic-esthetics,,Malaysia,Kedah,,,false
Holistic Wellness,,https://holisticwellness.com.my/,https://myfave.com/kedah/partners/holistic-wellness,,Malaysia,Kedah,,,false
Hollywood Restaurant,"543, Jalan Tanjung Bungah, 11200 Georgetown.",http://www.hollywoodrestaurantpg.com,https://myfave.com/kedah/partners/hollywood-restaurant,,Malaysia,Kedah,5.467004,100.279068,true
Home Away From Home,,homeawayfromhome1028.weebly.com,https://myfave.com/kedah/partners/home-away-from-home,,Malaysia,Kedah,,,false
Home Cafe,"546C, Jalan Tanjung Bunga, 11200, Tanjung Bunga, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/home-cafe,,Malaysia,Kedah,5.466134,100.285875,true
Home Kitchen,"No. 37, Jalan SS21/37, Damansara Uptown ",,https://myfave.com/kedah/partners/home-kitchen,,Malaysia,Kedah,3.1365611,101.6234656,true
Home Life Fitness,,https://www.facebook.com/HomeLifeFitness/,https://myfave.com/kedah/partners/home-life-fitness,,Malaysia,Kedah,,,false
